id,name,latitude,longitude,free_bikes,empty_slots,bike_availability,ll,n_pois,n_bar_restaurant,n_cafe,n_live,n_park
d04f206f6afecb72f5821586d56f5071,D'Arcy St / McCaul St - SMART,43.655227,-79.39201,1,15,6.25,"43.655227,-79.39201",50,37,8,1,3
d7227eafd0ff8024632b2c9cef1f209c,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,3,8,27.27,"43.685167,-79.34962",32,21,6,0,3
0ec9fc6c92f35e65f603cd6e7c550f1f,Cumberland St / Bay St SMART,43.6704537,-79.39014,7,2,77.78,"43.670454,-79.39014",50,30,14,3,3
0ff8f31be644b9e2af6d38b89bf42c07,Niagara St / Tecumseth St,43.641389,-79.404444,6,8,42.86,"43.641389,-79.404444",50,34,8,0,6
bb30daddc7221e19cffecf3ac108f28c,Dundas St W / St. Patrick St,43.6545174,-79.3895315,6,13,31.58,"43.654517,-79.389532",50,37,5,1,5
f52bcef41a84669da7a468cfc4531356,Robert St / Bloor St W - SMART,43.665846,-79.404998,6,9,40.0,"43.665846,-79.404998",48,27,7,2,12
05d7abba295be4af9e74ca3ec241ebd7,Queen St E / Hammersmith Ave,43.671349,-79.29451,8,2,80.0,"43.671349,-79.29451",50,28,6,0,14
973748f7f27229b41ca0d2a96dea777e,Queen St. E / Eastern Ave,43.667208,-79.312315,5,9,35.71,"43.667208,-79.312315",42,20,4,2,14
e5a7fc18db4989ecaf70a7e98866faee,Hubbard Blvd / Balsam Av,43.669328,-79.288949,16,2,88.89,"43.669328,-79.288949",42,25,5,0,10
c7cbc921ca5b8310e7218ca5669ad83f,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,10,5,66.67,"43.672571,-79.289",37,20,5,0,10
d1de2ddc0ea8a90d00ff717ad60a2f23,Lower Spadina Ave / Lake Shore Blvd W,43.638497,-79.39192,7,12,36.84,"43.638497,-79.39192",50,26,7,3,9
61291082be03c77f92f883b95292557a,Lower Coxwell Ave /  Lake Shore Blvd E,43.662771,-79.315223,7,7,50.0,"43.662771,-79.315223",50,22,2,3,18
d60491c58bb95d6ddefb1f1b1ac3f56f,Amelia St / Sumach St,43.66852,-79.363525,1,9,10.0,"43.66852,-79.363525",38,20,3,2,10
d81d4d6231b9da01ba7f3d6e50728ca8,Augusta Ave / Dundas St W,43.652473,-79.401456,10,3,76.92,"43.652473,-79.401456",50,34,9,1,2
d0a8478c786cb2480de4fcecda844781,Queen St W / Ossington Ave,43.643975,-79.419576,15,16,48.39,"43.643975,-79.419576",50,35,10,1,4
1053161189e46ea1c3122c94b644bc9d,Trinity St /Front St E,43.651318,-79.36023,14,4,77.78,"43.651318,-79.36023",50,27,9,4,9
02feaaef65cff4671fb1935179895659,Dundas St W / Yonge St,43.656094,-79.381484,12,18,40.0,"43.656094,-79.381484",50,34,7,4,5
b076c918fa10b274340bcdb0f0bca1a6,Kendal Ave / Spadina Rd,43.670318,-79.405181,2,6,25.0,"43.670318,-79.405181",49,30,7,3,9
dc268bf6d12c7311db0b5b61b3304b03,King St W / Joe Shuster Way,43.639444,-79.423611,2,18,10.0,"43.639444,-79.423611",50,35,6,2,5
0abdfc3177000757dcd71bd4c8b479ee,Yarmouth Rd / Christie St,43.67,-79.42083333333333,1,10,9.09,"43.67,-79.420833",36,24,7,0,4
37c32c09c594b83701b3b8f6e32db605,Palmerston Ave / Vermont Ave,43.671389,-79.416389,6,8,42.86,"43.671389,-79.416389",30,17,6,1,6
8536b57314846d3b42645c0023e6e60d,Christie St / Benson Ave (Wychwood Barns),43.68,-79.42500000000001,1,18,5.26,"43.68,-79.425",49,33,10,1,5
8db5b143b08ea1fed85f0702fcfe01ec,King St W / Fraser Ave,43.6394444,-79.42527777777778,5,10,33.33,"43.639444,-79.425278",50,33,8,3,4
879f0d4ef4403ab902e541528bf329f6,Macpherson Ave / Spadina Rd,43.675791,-79.40698,0,15,0.0,"43.675791,-79.40698",50,20,10,2,13
c497911a9c04bebbbc32e5211c081f85,Bridgman Ave / Kendal Ave,43.675556,-79.410278,6,9,40.0,"43.675556,-79.410278",50,21,11,2,14
2e19220f1e64559e88f3c48b3ebf2916,Bridgman Ave / Bathurst St,43.674444,-79.414722,1,13,7.14,"43.674444,-79.414722",43,20,11,2,8
afa3ff2218a5d1817934c7c7c7bb5d19,Kendal Ave / Bernard Ave,43.671513,-79.408317,0,14,0.0,"43.671513,-79.408317",47,28,6,2,11
ddba9c631e11fbae48e2be60289f60c2,Pretoria Ave / Broadview Ave,43.6783213,-79.35822,3,16,15.79,"43.678321,-79.35822",41,22,13,1,4
a7ca61373064c6581461132f1ae050de,Broadview Ave / Westwood Ave,43.6848652,-79.356602,0,22,0.0,"43.684865,-79.356602",28,11,6,0,10
62a1c39596c3d512dfa04f1d29b81035,Fulton Ave / Pape Ave,43.68395,-79.347046,3,14,17.65,"43.68395,-79.347046",50,31,13,0,4
b960be1eba97f5aefc6ad39ecc93cb11,Cosburn Ave / Donlands Ave,43.690537,-79.341307,7,12,36.84,"43.690537,-79.341307",36,24,7,0,4
908b17c0d06011373777bace0a3cd74c,Beltline Trail / Chaplin Cres,43.704461,-79.423122,1,14,6.67,"43.704461,-79.423122",50,29,7,3,8
d2ce6ae839b7df2c912ab140253a5574,Lake Shore Blvd E / Leslie St,43.659195,-79.329196,13,5,72.22,"43.659195,-79.329196",48,32,7,1,6
72de8a8e0a0966768f8115d755532e4c,Rosedale Park (20 Scholfield Ave),43.682645,-79.377557,0,22,0.0,"43.682645,-79.377557",19,1,2,1,13
4c18c44e6f93e57321d327124945cb19,Mary McCormick Rec Centre (Sheridan Ave),43.6475,-79.43305555555555,11,4,73.33,"43.6475,-79.433056",50,35,8,1,3
071b427d1f3f600d6b9f35ca6576ebe2,Davenport Rd / Lansdowne Ave,43.671526,-79.44874,3,15,16.67,"43.671526,-79.44874",43,33,1,1,8
08b57a79795bbd49a15e4a3692ee924f,Front St W / University Ave (2),43.6452972,-79.3827914,15,1,93.75,"43.645297,-79.382791",50,31,5,5,7
fe806cf907683c67f4d2899eb4123f00,457 King St W,43.6452091,-79.3960744,8,9,47.06,"43.645209,-79.396074",50,35,3,4,6
dad51db43939490092b81d8cea72e018,Dufferin St / Sylvan Av (Dufferin Grove Park),43.6555556,-79.43361111111112,4,14,22.22,"43.655556,-79.433611",50,33,10,2,4
d06ed2c21f6ff4e4cbc77b64e65bd801,Crawford St / Queen St W,43.645665,-79.415345,15,3,83.33,"43.645665,-79.415345",50,36,9,1,4
789f216e52af17d73307365401bb9109,Dundas St E / Regent Park Blvd,43.660207,-79.361275,3,24,11.11,"43.660207,-79.361275",42,22,10,3,7
9c5b6e6af1002ebba73b6be3039e78a2,Lower Sherbourne St / The Esplanade,43.648655,-79.367061,11,13,45.83,"43.648655,-79.367061",50,29,10,3,5
4b5b510307e10e878321a5eaa419c976,Jimmie Simpson Park (Queen St E),43.6605603,-79.3437663,1,1,50.0,"43.66056,-79.343766",50,34,7,2,4
ed77bb45e5a6964a4b94c780d5c21584,Queen St E / Sackville St,43.6561111,-79.36138888888888,10,5,66.67,"43.656111,-79.361389",50,26,13,4,6
419d42f093b90ba03bd31b21039ff5f0,Mill St / Tannery Rd,43.652219,-79.354455,17,10,62.96,"43.652219,-79.354455",45,24,8,3,9
b3fca97a4a4308fefb648b6815e3907d,Cherry St / Distillery Ln,43.650279,-79.356832,10,5,66.67,"43.650279,-79.356832",50,25,8,4,11
17b0d8ca1c69eca14d3173c15fa144e4,Queen St W / Spadina Ave,43.649147,-79.395504,0,6,0.0,"43.649147,-79.395504",50,38,5,3,2
c4077147fd13aa009cb7f1a59b0f8178,Willcocks St / St. George St,43.662085,-79.397735,7,10,41.18,"43.662085,-79.397735",43,25,6,2,7
b894ec8d0d8ab0f3a9bf708ee4c90d14,Dundas St E / Parliament St,43.659575,-79.365769,6,9,40.0,"43.659575,-79.365769",48,25,7,6,7
195c1a917f697ab4b4fb52431e921423,Queen's Park / Bloor St W,43.668456,-79.393899,17,3,85.0,"43.668456,-79.393899",50,33,12,3,2
e67960ae2a91a3adf6adf65a92dfd09f,Fort York Blvd / Bathurst St - SMART,43.639052,-79.399792,15,5,75.0,"43.639052,-79.399792",50,28,7,1,11
4b7f75302d4eec9130e1e486ba486571,Alma Ave / Gladstone Ave SMART,43.6448617,-79.42822,1,14,6.67,"43.644862,-79.42822",50,35,10,2,2
1e01daecd9b52d95d82346c5c81d2ba0,Harbord St / Clinton St,43.660414,-79.415646,9,3,75.0,"43.660414,-79.415646",50,36,8,0,4
82051b9dc79b4b401acc0872abc734a9,Central Tech  (Harbord St),43.661975,-79.407896,1,8,11.11,"43.661975,-79.407896",50,34,7,0,5
4504736e6ccb393e9f89000f91479688,Roxton Rd / Harbord St,43.65905,-79.422988,2,8,20.0,"43.65905,-79.422988",50,31,9,1,7
b4e20439535ceebae999cba2f02789eb,Ulster St / Bathurst St,43.66,-79.4088888888889,6,5,54.55,"43.66,-79.408889",50,36,9,0,1
09007b5f868cd54be0f040f9a9a75c42,Mortimer Ave / Coxwell Ave,43.690564,-79.326319,2,19,9.52,"43.690564,-79.326319",14,8,3,0,3
7f29cbdced0d217c129cc9648f1becbe,Danforth Ave / Barrington Ave,43.688325,-79.300463,4,9,30.77,"43.688325,-79.300463",41,28,2,0,9
135f69ed3bde48aaf1d0006b4f080149,College Park - Gerrard Entrance,43.658938,-79.383518,21,4,84.0,"43.658938,-79.383518",50,31,7,4,7
fe97ae335b31b6c455f340f397904d38,Danforth Ave / Coxwell Ave,43.683378,-79.322961,1,13,7.14,"43.683378,-79.322961",42,23,7,2,9
d8db167197846ff7cbe59c9a35aed587,12 Harbour St,43.6425636,-79.3762,1,14,6.67,"43.642564,-79.3762",50,34,7,2,4
391a459d2ca6e2c8eefa90736b2e9142,Howard Park Ave / Dundas St W - SMART,43.6521,-79.4486,4,8,33.33,"43.6521,-79.4486",49,33,8,1,5
0ac5489c6a4750403c053598153880b0,Dufferin Gate - SMART,43.633473,-79.425679,12,4,75.0,"43.633473,-79.425679",41,22,4,5,7
0e89e5d6c910f6df787cd9c903ade959,Lake Shore Blvd W / Ontario Dr,43.630254,-79.420317,27,4,87.1,"43.630254,-79.420317",44,15,1,12,10
d0d6832dcab19b3cb35c2474d2e8c088,Bloor St W / Shaw St - SMART,43.662403,-79.423098,14,20,41.18,"43.662403,-79.423098",37,24,7,1,4
beb87ea54499f95a614653924c99b9c4,Concord Ave / Dewson St,43.656945,-79.424911,7,10,41.18,"43.656945,-79.424911",37,25,6,0,5
d8c6779ffdcc8889412fd4c9b0a08c35,Hocken Ave / Vaughan Rd,43.6817346,-79.4184725,0,18,0.0,"43.681735,-79.418472",39,23,10,1,5
fba4560a5641afdb69a97d04466ef788,St Clair Ave W / Bathurst St.,43.683296,-79.418734,0,18,0.0,"43.683296,-79.418734",44,23,12,2,7
a943462e1ee05f0073b647a5b787f81d,Queen St E / Nursewood Rd,43.673831,-79.281455,18,0,100.0,"43.673831,-79.281455",27,16,4,0,6
e3c4ef5e47b905992ebcd262cc3df594,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,17,3,85.0,"43.666325,-79.3014",48,25,7,0,15
044fd938d016b91837e9b02be913b5c7,Lakeview Ave / Harrison St (Green P) – SMART,43.651145,-79.423742,6,9,40.0,"43.651145,-79.423742",50,35,9,1,5
c8cc2df4c8343778481f7f7c53499df7,Baldwin St / Spadina Ave - SMART,43.654905,-79.398448,8,10,44.44,"43.654905,-79.398448",50,39,7,1,1
2037c7d47c8b7babcd2c4a058a66a6c8,College St / Borden St,43.6571,-79.4056,7,1,87.5,"43.6571,-79.4056",50,39,8,0,0
73555343619c6b9d1253029204bbd5cd,Beverley St / Dundas St W,43.652823,-79.393388,22,6,78.57,"43.652823,-79.393388",50,38,6,3,2
d4c9a3af6604468422edfb03f56462db,Bay St / St. Joseph St,43.665527,-79.387499,1,11,8.33,"43.665527,-79.387499",50,30,12,4,3
6e0b53806a9d068b042fa21bd67c5418,Gould St / Mutual St,43.6582,-79.3768,1,30,3.23,"43.6582,-79.3768",50,34,6,5,5
c6f56ec0831b791abbce0992adba6318,Riverdale Park North (Broadview Ave),43.671172,-79.354704,8,3,72.73,"43.671172,-79.354704",48,23,12,2,9
3b2853992a1700739c8fa569801e1c48,Danforth Ave / Ellerbeck St,43.677076,-79.35667,3,11,21.43,"43.677076,-79.35667",50,28,13,1,7
a9f7723da0cc432f4d057e3ceede292e,Danforth Ave / Gough Ave,43.678401,-79.346289,3,20,13.04,"43.678401,-79.346289",50,28,14,0,6
79b67fbfd130d41c9162e805a9e755be,Danforth Ave / Lamb Ave,43.681991,-79.329455,4,13,23.53,"43.681991,-79.329455",40,23,5,2,9
667cd54aa27ec06620753f3d19a78b3d,King St W / Stafford St,43.6422222,-79.41111111111111,5,10,33.33,"43.642222,-79.411111",50,30,10,0,9
37b46f2e5573e69f5451dc09c0c14660,Bathurst St / Lennox St,43.663808,-79.410491,3,16,15.79,"43.663808,-79.410491",45,26,8,1,9
8db545a0135f7b92022fbdbbc75af6c4,Bathurst Subway Station,43.6666667,-79.41166666666668,8,15,34.78,"43.666667,-79.411667",48,27,9,1,10
78ac4436b3398ac55b47569863af6c41,Bloor St W / Christie St,43.6638889,-79.41888888888889,6,10,37.5,"43.663889,-79.418889",39,24,7,1,6
6d45f03d18059ba5e61f0d44a0cea59d,Ossington Ave / Bloor St W,43.661705,-79.425734,0,10,0.0,"43.661705,-79.425734",34,20,8,1,4
cf1adac21d23e26855ea06278b5cd149,Essex St / Christie St - SMART,43.6686111,-79.42027777777778,3,14,17.65,"43.668611,-79.420278",43,28,8,0,6
3863dd61e00ea66710f789ae4297a2d2,Westmoreland Ave / Fernbank Ave,43.665327,-79.43235,3,15,16.67,"43.665327,-79.43235",49,36,8,2,2
46bdd4a2b7715a9e32917b830777f17f,Havelock St / Dufferin Park,43.657343,-79.43112,3,15,16.67,"43.657343,-79.43112",47,33,9,2,3
6ac9cdf0b92883715b404d41c779af0b,Bathurst St / Adelaide St W,43.645324,-79.40345,5,19,20.83,"43.645324,-79.40345",50,34,7,1,5
a0582ad73e21704a28197ee3c0aa4bcd,Mill St / Parliament St,43.650256,-79.36163,10,4,71.43,"43.650256,-79.36163",50,29,9,4,7
bc19a4e6924e29937e76c9e82b55584c,Ossington Ave / Harrison St,43.65111111111111,-79.4213888888889,15,4,78.95,"43.651111,-79.421389",50,37,7,1,5
71debce521f35fd4e280e8ee1e2dd8cc,80 Clinton St,43.656296,-79.414663,5,9,35.71,"43.656296,-79.414663",50,37,5,0,7
5dd14c8888280d1274f6ad3e04f6d6cd,Claremont St / Dundas St W,43.651281,-79.411717,7,6,53.85,"43.651281,-79.411717",50,39,5,1,3
d7bb48a755f69109f6584df0a207c9b2,Rusholme Park Cres / College St,43.65277778,-79.42972222,1,12,7.69,"43.652778,-79.429722",50,34,6,4,5
e53f168eadc3a7e3b9704193c739cb12,College St / Crawford St,43.655,-79.418889,14,4,77.78,"43.655,-79.418889",50,35,6,1,8
3e05658e4bcad33e9d606744235dadcc,Queen St E / Alton Av,43.663912,-79.327987,14,2,87.5,"43.663912,-79.327987",47,30,6,2,8
ab92855299769ca50b1354e489b31a31,Simcoe St / Wellington St W North,43.6462176,-79.3855048,4,11,26.67,"43.646218,-79.385505",50,33,5,5,5
20671fface2f37dd6d2d4263534c29e5,Coxwell Ave / Plains Rd,43.69595,-79.328535,5,14,26.32,"43.69595,-79.328535",26,15,3,0,8
67862da2d3680a6eaa417b8ce2d945d4,Carlaw Ave / Strathcona Ave,43.6753188,-79.3462789,6,8,42.86,"43.675319,-79.346279",50,27,14,1,6
f42363acf4af847ca6fcdbe9b48c8290,Liberty St / Fraser Ave Green P,43.637981,-79.424146,10,7,58.82,"43.637981,-79.424146",50,34,6,4,4
3c85f738ad60e03252f1d62fec2f34d6,King St W / Douro St,43.640885,-79.416379,0,10,0.0,"43.640885,-79.416379",50,35,9,1,3
c7948cf5155f3ddaefa9a8279f203b5a,Queen St E / Berkeley St,43.6552778,-79.36583333333333,4,11,26.67,"43.655278,-79.365833",50,28,11,5,5
13e6abf323682b291aadb3371ce32cc7,Carlton St / Parliament St,43.664524,-79.36793,12,15,44.44,"43.664524,-79.36793",46,21,5,7,9
e46a04a7825e44fa858bc0cb00a4458a,Sumach St / Carlton St (Riverdale Farm),43.665867,-79.362506,2,11,15.38,"43.665867,-79.362506",42,17,7,4,11
5db77b72334a7b8823a28662a03f8e38,King St W / Bay St (East Side),43.648575,-79.380042,8,10,44.44,"43.648575,-79.380042",50,33,3,7,4
c955acbcda8513471837f2aa55a98fb1,Front St W / Blue Jays Way,43.643473,-79.390477,8,6,57.14,"43.643473,-79.390477",50,31,5,4,7
6d07f3c1d79ff6816c5c04a7def6e6eb,Metro Hall Plaza,43.645859,-79.38783,12,14,46.15,"43.645859,-79.38783",50,35,4,4,4
019e5937c3fc120cee906770bca8fa69,Navy Wharf Crt / Bremner Blvd,43.640722,-79.391051,0,8,0.0,"43.640722,-79.391051",50,32,3,5,8
3754aff9599513c7ba4e4649ea3818dd,Jarvis St / Carlton St,43.66207,-79.37617,2,13,13.33,"43.66207,-79.37617",50,37,4,3,5
e0ae749c309ee887012688bbd69c8b10,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,1,10,9.09,"43.660206,-79.3244",43,26,6,2,7
ee45e3b6a9f07f4581d82c06d9bd5f51,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,13,2,86.67,"43.668633,-79.291162",48,26,6,0,14
af0a7227a67fe55fb0c12597326e6b3b,Yonge St / Dundonald St - SMART,43.665801,-79.384796,3,9,25.0,"43.665801,-79.384796",50,34,10,2,3
4f8770c2a0ee3962babd83913df2e99c,Bay St / Charles St W - SMART,43.668153,-79.38891,6,12,33.33,"43.668153,-79.38891",50,30,13,4,2
f0af815a9e6c12bd0382843e03fd322f,Eglinton Ave W / Henning Ave SMART,43.7063473,-79.40161,3,17,15.0,"43.706347,-79.40161",50,38,6,0,4
b3786025b3e4a46d9a21d6b82087cd12,Balliol St / Yonge St  SMART,43.6978701,-79.39419,10,24,29.41,"43.69787,-79.39419",44,26,5,1,11
44bdbe8a2ac75fbe4cc0edf41fe1d4fa,Frobisher Ave / Lascelles Blvd,43.696708,-79.40045,0,18,0.0,"43.696708,-79.40045",40,26,4,1,9
ba979c39b60f1144fc9dd91faaeeea64,Front St E / Scott St,43.6476616,-79.37549,9,2,81.82,"43.647662,-79.37549",50,36,6,3,3
eb9f4cf130feebf9af0dc0225411eb98,Frederick St / The Esplanade,43.6487245,-79.36839,17,2,89.47,"43.648724,-79.36839",50,30,9,3,5
52d497af695140c759b28d7bf63e94f4,King St W / Bay St (West Side),43.64852,-79.380576,6,33,15.38,"43.64852,-79.380576",50,33,3,7,4
ee2e9277d3e8a86acbfdda0e395d1378,Elizabeth St / Edward St (Bus Terminal),43.656026,-79.385327,3,11,21.43,"43.656026,-79.385327",50,34,7,4,5
90d36d6e81fff926a434e196e0a43d53,King St W / Spadina Ave,43.645323,-79.395003,13,5,72.22,"43.645323,-79.395003",50,35,3,3,6
14d5d7e0f5a8e23c9b50f62ea39f725c,Glen Edyth Dr / Davenport Rd,43.677778,-79.405556,0,15,0.0,"43.677778,-79.405556",50,22,8,1,17
3bfbe7d9edced07da6dd283495fb8170,Queens Quay / Yonge St,43.641646,-79.375308,31,14,68.89,"43.641646,-79.375308",50,32,9,2,4
58c0d439a59414e5e23bf5021e264d79,Front St W / Bay St (North Side),43.646162,-79.378912,6,2,75.0,"43.646162,-79.378912",50,32,4,4,7
f36d8ed5ff407fc4eab6c9cc344661f9,Danforth Ave / Westlake Ave,43.687323,-79.304848,5,10,33.33,"43.687323,-79.304848",31,21,3,0,5
15fc89637ebe1c3e63fbe123d70819ee,Jarvis St / Isabella St,43.668991,-79.379385,0,23,0.0,"43.668991,-79.379385",50,34,11,3,1
ef0363fb67db85c62cfe83b7032ade5b,Yonge St / Wood St,43.6622222,-79.3825,4,11,26.67,"43.662222,-79.3825",50,33,8,2,6
9fcbcd2e313ddf16bc7200bede80e9a6,King St W / Tecumseth St,43.64333333333333,-79.40555555555557,13,5,72.22,"43.643333,-79.405556",50,37,6,0,6
f5506a406fb49a19088bedd1d8e9cd2f,Beverley St / College St,43.6575,-79.39527777777778,5,17,22.73,"43.6575,-79.395278",50,37,10,0,1
fc62f74abe3d79fa430f55f6f56e5e3a,Gould St / Yonge St (TMU),43.657424,-79.381019,6,12,33.33,"43.657424,-79.381019",50,34,5,4,7
4b13a471170e0768fe5e1ca0b30fde8d,Front St W / Bay St (South Side),43.64595,-79.378761,3,12,20.0,"43.64595,-79.378761",50,33,4,3,7
5e8bf46c90fa957882beddfb6625870b,Charles St W / Balmuto St - SMART,43.668427,-79.38725,0,23,0.0,"43.668427,-79.38725",50,30,13,4,2
3ba9b248dbb5b0ffa30ec9807f14476c,Charles St E / Jarvis St - SMART,43.669604,-79.381171,1,19,5.0,"43.669604,-79.381171",50,35,11,2,1
0690f86b4ecb172570d8e08b5f9004c3,Queen St E / Pape Ave - SMART,43.661673,-79.337789,11,1,91.67,"43.661673,-79.337789",47,29,7,3,5
9796c16b7ac90260d9f033ba4735acea,Gerrard St E / Broadview Ave  - SMART,43.665656,-79.352055,15,2,88.24,"43.665656,-79.352055",45,28,7,2,6
abbcc3b45ad10472c3ec35ce3fb6e078,Humber Bay Shores Park East,43.6308933,-79.4722622,2,19,9.52,"43.630893,-79.472262",26,9,3,0,11
ec48a65298b460584afe2586c15c360c,Humber Bay Shores Park West,43.6224434,-79.480284,1,29,3.33,"43.622443,-79.480284",35,16,4,0,12
21982c325ac8d5dcc146b350aa0e8298,Taddle Creek Park,43.66986,-79.398443,3,12,20.0,"43.66986,-79.398443",50,37,9,2,2
82748c8c8a714dd216bcd4c636585556,Thompson St / Broadview Ave - SMART,43.659471,-79.350325,11,13,45.83,"43.659471,-79.350325",50,32,10,1,6
16658c808dda522274b99346e8f815fb,Roncesvalles Ave / Marmaduke St,43.650492,-79.450842,5,14,26.32,"43.650492,-79.450842",50,34,8,1,5
4d985c0489e4b123e499fcaa4b70e32e,Queen St W  /  Fuller Ave - SMART,43.640255,-79.439223,6,9,40.0,"43.640255,-79.439223",50,33,5,1,5
2567d3e27e558c6e6ee94c289c838111,King St W / Cowan Ave - SMART,43.637922,-79.431734,4,11,26.67,"43.637922,-79.431734",44,28,4,2,7
760056e88951946d2f3e9bea859333eb,Garden Ave / Roncesvalles Ave,43.643769,-79.447915,8,11,42.11,"43.643769,-79.447915",50,32,7,1,6
c08362564d4889e345bfaaa42da5fb4f,Sorauren Ave / Geoffrey St - SMART,43.649172,-79.4445087,2,13,13.33,"43.649172,-79.444509",50,32,8,1,5
29f79e7d7e4440c7554a3f3e3bae4f88,Mallon Ave / Jones Ave -SMART,43.66587,-79.33443,13,3,81.25,"43.66587,-79.33443",50,31,7,3,7
8d65a48806e799a8c2d5dcb77e97c1cb,Berkeley St / Dundas St E - SMART,43.658816,-79.367318,2,17,10.53,"43.658816,-79.367318",45,26,8,4,5
53fc6d540a0eac8fb9f5366572e53515,128 Sterling Rd - SMART,43.654004,-79.444792,2,16,11.11,"43.654004,-79.444792",50,31,10,1,6
049156f7c0e19a53a77d8310d93eed0c,Sunnyside Ave / The Queensway - SMART,43.6397,-79.44865,15,1,93.75,"43.6397,-79.44865",42,26,4,1,8
adaa360374ea04ae057eba2ca7ba3e5b,Sackville St / Eastern Ave - SMART,43.653809,-79.3595,10,2,83.33,"43.653809,-79.3595",50,26,12,4,7
8485289697ef258129b2437308511fcb,Davenport Rd / McAlpine St - SMART,43.673768,-79.391253,2,9,18.18,"43.673768,-79.391253",50,36,9,3,2
fb0ff514e9bb7798f0a682f36f644b05,Sumach St  / Queen St E,43.656638,-79.358749,5,13,27.78,"43.656638,-79.358749",50,29,11,4,5
c835abf1540e63c50d5a879e5075387e,Gerrard St E / Main St,43.684261,-79.299332,3,17,15.0,"43.684261,-79.299332",32,21,3,0,7
32b476b39dacc23dda545c39ffb549cc,Southwood Dr / Kingston Rd - SMART,43.678685,-79.297974,8,3,72.73,"43.678685,-79.297974",18,8,1,0,9
de5dcf1ee9ccff065e01b4516b46f190,Neil McLellan Park,43.65143,-79.47779,4,8,33.33,"43.65143,-79.47779",50,33,7,2,7
8aa5c061e4ae37e2e05b05d04afadc2e,Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477,2,13,13.33,"43.64976,-79.48477",47,33,7,1,3
5f6ec96dda864a01fdf0c031b6a1b6d0,Antler St / Campbell Ave - SMART,43.664182,-79.449066,0,19,0.0,"43.664182,-79.449066",38,21,8,1,5
4a5734eee8c1c49197ffe9b992dd032a,Clarence Square,43.64407,-79.3929,2,20,9.09,"43.64407,-79.3929",50,31,4,3,9
41466727730d71a0286376ef3675d282,Front St W / Simcoe St,43.6442,-79.38702,6,18,25.0,"43.6442,-79.38702",50,32,6,5,4
213541646a587196b1acb812a3d0a8ad,Lower Simcoe St / Bremner Blvd,43.64283,-79.38409,8,6,57.14,"43.64283,-79.38409",50,32,6,5,5
1a68bd75d5159c7cc33367b97ee8ab8e,Glendonwynne Rd / Bloor St W,43.65182,-79.47421,9,8,52.94,"43.65182,-79.47421",50,30,7,1,11
1dd10befe3fa0d7d7ebc657b9a01942b,Russell Hill Rd / St Clair Ave W,43.685569,-79.408019,0,18,0.0,"43.685569,-79.408019",32,8,4,0,15
41ead9c9a4a83459161794bfb1894c07,Church St / Lombard St,43.651678,-79.375233,12,4,75.0,"43.651678,-79.375233",50,33,6,4,5
888212c5d33ceed5acbab77b4e544689,Richmond St E / Yonge St,43.651838,-79.378743,10,7,58.82,"43.651838,-79.378743",50,32,6,5,5
189995604737e19f1b76cd3a3ff3aff9,Queen's Park Cres W / Hoskin Ave,43.665221,-79.394009,12,8,60.0,"43.665221,-79.394009",50,33,12,3,2
fe268f3f2f439d0016dc46605491078e,Pottery Rd / Lower Don River Trail,43.688148,-79.362101,10,3,76.92,"43.688148,-79.362101",20,4,1,1,14
70ad303e74f93aa2bfaea256b9b09753,Bleecker St / St James Ave,43.669232,-79.374495,8,13,38.1,"43.669232,-79.374495",50,30,6,2,9
a7cdbedefded6e117505bde22c24ef84,Western Battery Rd / Pirandello St,43.640075,-79.414156,1,30,3.23,"43.640075,-79.414156",50,31,8,1,9
fbcb8f44813b5f7eba282691176d9249,Carlaw Ave / Danforth Ave,43.678285,-79.347346,2,13,13.33,"43.678285,-79.347346",50,28,15,1,4
280ce4cfc4b101f3a8a08843e4a258d6,Cosburn Ave / Cedarvale Ave,43.697139,-79.31469,1,14,6.67,"43.697139,-79.31469",14,5,0,0,8
9d4f1f5d63ed3e297fc737908616f617,Goodwood Park Crt / Dentonia Park,43.694826,-79.295208,3,15,16.67,"43.694826,-79.295208",42,30,3,0,5
0729b25bcf663b7a2278f01d63b50fcf,Eastwood Rd / Coxwell Ave,43.673118,-79.318651,18,1,94.74,"43.673118,-79.318651",50,31,10,1,8
27e30ff4939a3992db39e99af9dfe172,Trent Ave / Danforth Ave,43.689293,-79.295895,7,16,30.43,"43.689293,-79.295895",48,33,5,0,7
675628c054189e3bce23785d6574a24d,Orchard Park,43.66908,-79.3149,14,5,73.68,"43.66908,-79.3149",46,27,6,2,10
32915794131e41a355ebee1ab9ad78fb,Clendenan Ave / Rowland St - SMART,43.66073,-79.47149,0,19,0.0,"43.66073,-79.47149",49,30,8,2,8
738cf12a45b36f443d7585aa9d55e3a9,Concord Ave / Bloor St W,43.66189,-79.42679,0,15,0.0,"43.66189,-79.42679",37,21,9,1,5
1f5bb4fff3139fff3f927f1a4980dc1e,Gothic Ave / Quebec Ave,43.65389,-79.4675,0,19,0.0,"43.65389,-79.4675",46,25,5,2,9
